m,TagName,
"2016-06-01 00:00:00","dart","62"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","flutter","1"
"2016-06-01 00:00:00","go","547"
"2016-06-01 00:00:00","java","15864"
"2016-06-01 00:00:00","javascript","22059"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13544"
"2016-06-01 00:00:00","python","12868"
"2016-06-01 00:00:00","r","3852"
"2016-06-01 00:00:00","reactjs","1667"
"2016-06-01 00:00:00","ruby","2100"
"2016-06-01 00:00:00","rust","224"
"2016-06-01 00:00:00","swift","4780"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c#","11944"
"2016-07-01 00:00:00","c++","5447"
"2016-07-01 00:00:00","dart","45"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","flutter","1"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14880"
"2016-07-01 00:00:00","javascript","22095"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12834"
"2016-07-01 00:00:00","python","12775"
"2016-07-01 00:00:00","r","3740"
"2016-07-01 00:00:00","reactjs","1825"
"2016-07-01 00:00:00","ruby","1895"
"2016-07-01 00:00:00","rust","175"
"2016-07-01 00:00:00","swift","4915"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c#","12682"
"2016-08-01 00:00:00","c++","5003"
"2016-08-01 00:00:00","dart","65"
"2016-08-01 00:00:00","delphi","337"
"2016-08-01 00:00:00","go","569"
"2016-08-01 00:00:00","java","15133"
"2016-08-01 00:00:00","javascript","22571"
"2016-08-01 00:00:00","perl","460"
"2016-08-01 00:00:00","php","12823"
"2016-08-01 00:00:00","python","12874"
"2016-08-01 00:00:00","r","3778"
"2016-08-01 00:00:00","reactjs","2025"
"2016-08-01 00:00:00","ruby","1872"
"2016-08-01 00:00:00","rust","238"
"2016-08-01 00:00:00","swift","4887"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c#","11061"
"2016-09-01 00:00:00","c++","5124"
"2016-09-01 00:00:00","dart","54"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","flutter","1"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14591"
"2016-09-01 00:00:00","javascript","20345"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12050"
"2016-09-01 00:00:00","python","12297"
"2016-09-01 00:00:00","r","3299"
"2016-09-01 00:00:00","reactjs","1853"
"2016-09-01 00:00:00","ruby","1920"
"2016-09-01 00:00:00","rust","169"
"2016-09-01 00:00:00","swift","4840"
"2016-10-01 00:00:00","assembly","396"
"2016-10-01 00:00:00","c#","11422"
"2016-10-01 00:00:00","c++","5952"
"2016-10-01 00:00:00","dart","39"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","530"
"2016-10-01 00:00:00","java","15262"
"2016-10-01 00:00:00","javascript","20353"
"2016-10-01 00:00:00","perl","400"
"2016-10-01 00:00:00","php","12169"
"2016-10-01 00:00:00","python","13462"
"2016-10-01 00:00:00","r","3770"
"2016-10-01 00:00:00","reactjs","1889"
"2016-10-01 00:00:00","ruby","1816"
"2016-10-01 00:00:00","rust","195"
"2016-10-01 00:00:00","swift","4720"
"2016-11-01 00:00:00","assembly","411"
"2016-11-01 00:00:00","c#","11619"
"2016-11-01 00:00:00","c++","6050"
"2016-11-01 00:00:00","dart","46"
"2016-11-01 00:00:00","delphi","275"
"2016-11-01 00:00:00","flutter","4"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","java","15592"
"2016-11-01 00:00:00","javascript","20408"
"2016-11-01 00:00:00","perl","367"
"2016-11-01 00:00:00","php","11878"
"2016-11-01 00:00:00","python","14130"
"2016-11-01 00:00:00","r","3547"
"2016-11-01 00:00:00","reactjs","1965"
"2016-11-01 00:00:00","ruby","1752"
"2016-11-01 00:00:00","rust","184"
"2016-11-01 00:00:00","swift","4356"
"2016-12-01 00:00:00","assembly","310"
"2016-12-01 00:00:00","c#","10649"
"2016-12-01 00:00:00","c++","5204"
"2016-12-01 00:00:00","dart","54"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","flutter","18"
"2016-12-01 00:00:00","go","494"
"2016-12-01 00:00:00","java","13785"
"2016-12-01 00:00:00","javascript","19713"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11399"
"2016-12-01 00:00:00","python","12996"
"2016-12-01 00:00:00","r","3142"
"2016-12-01 00:00:00","reactjs","2019"
"2016-12-01 00:00:00","ruby","1625"
"2016-12-01 00:00:00","rust","202"
"2016-12-01 00:00:00","swift","3920"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c#","11665"
"2017-01-01 00:00:00","c++","5632"
"2017-01-01 00:00:00","dart","53"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","flutter","22"
"2017-01-01 00:00:00","go","558"
"2017-01-01 00:00:00","java","14511"
"2017-01-01 00:00:00","javascript","21345"
"2017-01-01 00:00:00","perl","323"
"2017-01-01 00:00:00","php","12553"
"2017-01-01 00:00:00","python","14226"
"2017-01-01 00:00:00","r","3482"
"2017-01-01 00:00:00","reactjs","2255"
"2017-01-01 00:00:00","ruby","1820"
"2017-01-01 00:00:00","rust","226"
"2017-01-01 00:00:00","swift","4330"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c#","11453"
"2017-02-01 00:00:00","c++","5148"
"2017-02-01 00:00:00","dart","52"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","flutter","13"
"2017-02-01 00:00:00","go","551"
"2017-02-01 00:00:00","java","14515"
"2017-02-01 00:00:00","javascript","21141"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12432"
"2017-02-01 00:00:00","python","14734"
"2017-02-01 00:00:00","r","3669"
"2017-02-01 00:00:00","reactjs","2266"
"2017-02-01 00:00:00","ruby","1620"
"2017-02-01 00:00:00","rust","202"
"2017-02-01 00:00:00","swift","4045"
"2017-03-01 00:00:00","assembly","368"
"2017-03-01 00:00:00","c#","12958"
"2017-03-01 00:00:00","c++","6205"
"2017-03-01 00:00:00","dart","61"
"2017-03-01 00:00:00","delphi","303"
"2017-03-01 00:00:00","flutter","15"
"2017-03-01 00:00:00","go","650"
"2017-03-01 00:00:00","java","17256"
"2017-03-01 00:00:00","javascript","23637"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","13959"
"2017-03-01 00:00:00","python","17064"
"2017-03-01 00:00:00","r","4600"
"2017-03-01 00:00:00","reactjs","2604"
"2017-03-01 00:00:00","ruby","1788"
"2017-03-01 00:00:00","rust","216"
"2017-03-01 00:00:00","swift","4605"
"2017-04-01 00:00:00","assembly","315"
"2017-04-01 00:00:00","c#","11064"
"2017-04-01 00:00:00","c++","5857"
"2017-04-01 00:00:00","dart","53"
"2017-04-01 00:00:00","delphi","263"
"2017-04-01 00:00:00","flutter","25"
"2017-04-01 00:00:00","go","506"
"2017-04-01 00:00:00","java","15867"
"2017-04-01 00:00:00","javascript","21178"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12344"
"2017-04-01 00:00:00","python","15600"
"2017-04-01 00:00:00","r","4251"
"2017-04-01 00:00:00","reactjs","2634"
"2017-04-01 00:00:00","ruby","1483"
"2017-04-01 00:00:00","rust","187"
"2017-04-01 00:00:00","swift","3904"
"2017-05-01 00:00:00","assembly","346"
"2017-05-01 00:00:00","c#","11950"
"2017-05-01 00:00:00","c++","5287"
"2017-05-01 00:00:00","dart","109"
"2017-05-01 00:00:00","delphi","316"
"2017-05-01 00:00:00","flutter","93"
"2017-05-01 00:00:00","go","582"
"2017-05-01 00:00:00","java","16293"
"2017-05-01 00:00:00","javascript","22335"
"2017-05-01 00:00:00","perl","354"
"2017-05-01 00:00:00","php","12987"
"2017-05-01 00:00:00","python","16132"
"2017-05-01 00:00:00","r","4307"
"2017-05-01 00:00:00","reactjs","3014"
"2017-05-01 00:00:00","ruby","1516"
"2017-05-01 00:00:00","rust","197"
"2017-05-01 00:00:00","swift","4086"
"2017-06-01 00:00:00","assembly","239"
"2017-06-01 00:00:00","c#","11274"
"2017-06-01 00:00:00","c++","4663"
"2017-06-01 00:00:00","dart","105"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","flutter","91"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14580"
"2017-06-01 00:00:00","javascript","21526"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11685"
"2017-06-01 00:00:00","python","15959"
"2017-06-01 00:00:00","r","4438"
"2017-06-01 00:00:00","reactjs","3033"
"2017-06-01 00:00:00","ruby","1412"
"2017-06-01 00:00:00","rust","175"
"2017-06-01 00:00:00","swift","4188"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c#","11176"
"2017-07-01 00:00:00","c++","5006"
"2017-07-01 00:00:00","dart","105"
"2017-07-01 00:00:00","delphi","206"
"2017-07-01 00:00:00","flutter","82"
"2017-07-01 00:00:00","go","653"
"2017-07-01 00:00:00","java","14078"
"2017-07-01 00:00:00","javascript","21544"
"2017-07-01 00:00:00","perl","322"
"2017-07-01 00:00:00","php","11696"
"2017-07-01 00:00:00","python","16856"
"2017-07-01 00:00:00","r","4570"
"2017-07-01 00:00:00","reactjs","3321"
"2017-07-01 00:00:00","ruby","1520"
"2017-07-01 00:00:00","rust","225"
"2017-07-01 00:00:00","swift","4344"
"2017-08-01 00:00:00","assembly","215"
"2017-08-01 00:00:00","c#","10929"
"2017-08-01 00:00:00","c++","4771"
"2017-08-01 00:00:00","dart","93"
"2017-08-01 00:00:00","delphi","289"
"2017-08-01 00:00:00","flutter","91"
"2017-08-01 00:00:00","go","605"
"2017-08-01 00:00:00","java","13714"
"2017-08-01 00:00:00","javascript","21285"
"2017-08-01 00:00:00","perl","355"
"2017-08-01 00:00:00","php","11576"
"2017-08-01 00:00:00","python","16444"
"2017-08-01 00:00:00","r","4557"
"2017-08-01 00:00:00","reactjs","3291"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","rust","207"
"2017-08-01 00:00:00","swift","4166"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9846"
"2017-09-01 00:00:00","c++","4453"
"2017-09-01 00:00:00","dart","74"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","flutter","77"
"2017-09-01 00:00:00","go","542"
"2017-09-01 00:00:00","java","12715"
"2017-09-01 00:00:00","javascript","18922"
"2017-09-01 00:00:00","perl","296"
"2017-09-01 00:00:00","php","10642"
"2017-09-01 00:00:00","python","15400"
"2017-09-01 00:00:00","r","4214"
"2017-09-01 00:00:00","reactjs","2833"
"2017-09-01 00:00:00","ruby","1220"
"2017-09-01 00:00:00","rust","139"
"2017-09-01 00:00:00","swift","3754"
"2017-10-01 00:00:00","assembly","329"
"2017-10-01 00:00:00","c#","10191"
"2017-10-01 00:00:00","c++","5203"
"2017-10-01 00:00:00","dart","92"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","flutter","95"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","java","13963"
"2017-10-01 00:00:00","javascript","19776"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10769"
"2017-10-01 00:00:00","python","16888"
"2017-10-01 00:00:00","r","4532"
"2017-10-01 00:00:00","reactjs","3150"
"2017-10-01 00:00:00","ruby","1295"
"2017-10-01 00:00:00","rust","168"
"2017-10-01 00:00:00","swift","3886"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","c#","9758"
"2017-11-01 00:00:00","c++","5020"
"2017-11-01 00:00:00","dart","70"
"2017-11-01 00:00:00","delphi","199"
"2017-11-01 00:00:00","flutter","88"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14126"
"2017-11-01 00:00:00","javascript","19349"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10540"
"2017-11-01 00:00:00","python","16906"
"2017-11-01 00:00:00","r","4498"
"2017-11-01 00:00:00","reactjs","3113"
"2017-11-01 00:00:00","ruby","1171"
"2017-11-01 00:00:00","rust","172"
"2017-11-01 00:00:00","swift","3661"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c#","8568"
"2017-12-01 00:00:00","c++","4445"
"2017-12-01 00:00:00","dart","71"
"2017-12-01 00:00:00","delphi","186"
"2017-12-01 00:00:00","flutter","84"
"2017-12-01 00:00:00","go","522"
"2017-12-01 00:00:00","java","11936"
"2017-12-01 00:00:00","javascript","16911"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9079"
"2017-12-01 00:00:00","python","14872"
"2017-12-01 00:00:00","r","3709"
"2017-12-01 00:00:00","reactjs","2830"
"2017-12-01 00:00:00","ruby","1016"
"2017-12-01 00:00:00","rust","244"
"2017-12-01 00:00:00","swift","3196"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c#","9346"
"2018-01-01 00:00:00","c++","4732"
"2018-01-01 00:00:00","dart","63"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","flutter","88"
"2018-01-01 00:00:00","go","541"
"2018-01-01 00:00:00","java","12310"
"2018-01-01 00:00:00","javascript","18834"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10055"
"2018-01-01 00:00:00","python","16179"
"2018-01-01 00:00:00","r","4194"
"2018-01-01 00:00:00","reactjs","3282"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","rust","201"
"2018-01-01 00:00:00","swift","3735"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c#","8552"
"2018-02-01 00:00:00","c++","4562"
"2018-02-01 00:00:00","dart","105"
"2018-02-01 00:00:00","delphi","212"
"2018-02-01 00:00:00","flutter","103"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","12000"
"2018-02-01 00:00:00","javascript","17183"
"2018-02-01 00:00:00","perl","230"
"2018-02-01 00:00:00","php","9086"
"2018-02-01 00:00:00","python","16257"
"2018-02-01 00:00:00","r","4492"
"2018-02-01 00:00:00","reactjs","3254"
"2018-02-01 00:00:00","ruby","1028"
"2018-02-01 00:00:00","rust","201"
"2018-02-01 00:00:00","swift","3394"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c#","9756"
"2018-03-01 00:00:00","c++","5165"
"2018-03-01 00:00:00","dart","310"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","flutter","456"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13515"
"2018-03-01 00:00:00","javascript","19079"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9792"
"2018-03-01 00:00:00","python","17853"
"2018-03-01 00:00:00","r","5093"
"2018-03-01 00:00:00","reactjs","3791"
"2018-03-01 00:00:00","ruby","1059"
"2018-03-01 00:00:00","rust","258"
"2018-03-01 00:00:00","swift","4038"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c#","9203"
"2018-04-01 00:00:00","c++","4649"
"2018-04-01 00:00:00","dart","346"
"2018-04-01 00:00:00","delphi","202"
"2018-04-01 00:00:00","flutter","496"
"2018-04-01 00:00:00","go","616"
"2018-04-01 00:00:00","java","13442"
"2018-04-01 00:00:00","javascript","17906"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8898"
"2018-04-01 00:00:00","python","16913"
"2018-04-01 00:00:00","r","4720"
"2018-04-01 00:00:00","reactjs","3664"
"2018-04-01 00:00:00","ruby","985"
"2018-04-01 00:00:00","rust","203"
"2018-04-01 00:00:00","swift","3559"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c#","9896"
"2018-05-01 00:00:00","c++","4676"
"2018-05-01 00:00:00","dart","423"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","flutter","626"
"2018-05-01 00:00:00","go","629"
"2018-05-01 00:00:00","java","13428"
"2018-05-01 00:00:00","javascript","18018"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9419"
"2018-05-01 00:00:00","python","17521"
"2018-05-01 00:00:00","r","4724"
"2018-05-01 00:00:00","reactjs","3905"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","rust","236"
"2018-05-01 00:00:00","swift","3608"
"2018-06-01 00:00:00","assembly","203"
"2018-06-01 00:00:00","c#","8758"
"2018-06-01 00:00:00","c++","4084"
"2018-06-01 00:00:00","dart","439"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","flutter","633"
"2018-06-01 00:00:00","go","671"
"2018-06-01 00:00:00","java","11754"
"2018-06-01 00:00:00","javascript","17137"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8397"
"2018-06-01 00:00:00","python","16755"
"2018-06-01 00:00:00","r","4474"
"2018-06-01 00:00:00","reactjs","3836"
"2018-06-01 00:00:00","ruby","989"
"2018-06-01 00:00:00","rust","213"
"2018-06-01 00:00:00","swift","3128"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9376"
"2018-07-01 00:00:00","c++","3898"
"2018-07-01 00:00:00","dart","503"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","flutter","721"
"2018-07-01 00:00:00","go","685"
"2018-07-01 00:00:00","java","11700"
"2018-07-01 00:00:00","javascript","17761"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8518"
"2018-07-01 00:00:00","python","17888"
"2018-07-01 00:00:00","r","4400"
"2018-07-01 00:00:00","reactjs","4153"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","rust","227"
"2018-07-01 00:00:00","swift","3657"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c#","9452"
"2018-08-01 00:00:00","c++","3888"
"2018-08-01 00:00:00","dart","531"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","flutter","816"
"2018-08-01 00:00:00","go","704"
"2018-08-01 00:00:00","java","11269"
"2018-08-01 00:00:00","javascript","17801"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8458"
"2018-08-01 00:00:00","python","17693"
"2018-08-01 00:00:00","r","4096"
"2018-08-01 00:00:00","reactjs","4418"
"2018-08-01 00:00:00","ruby","874"
"2018-08-01 00:00:00","rust","214"
"2018-08-01 00:00:00","swift","3560"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","c#","8332"
"2018-09-01 00:00:00","c++","3725"
"2018-09-01 00:00:00","dart","489"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","flutter","800"
"2018-09-01 00:00:00","go","670"
"2018-09-01 00:00:00","java","10682"
"2018-09-01 00:00:00","javascript","15963"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7641"
"2018-09-01 00:00:00","python","15971"
"2018-09-01 00:00:00","r","3742"
"2018-09-01 00:00:00","reactjs","4055"
"2018-09-01 00:00:00","ruby","774"
"2018-09-01 00:00:00","rust","218"
"2018-09-01 00:00:00","swift","3132"
"2018-10-01 00:00:00","assembly","319"
"2018-10-01 00:00:00","c#","9309"
"2018-10-01 00:00:00","c++","4291"
"2018-10-01 00:00:00","dart","534"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","flutter","861"
"2018-10-01 00:00:00","go","788"
"2018-10-01 00:00:00","java","12459"
"2018-10-01 00:00:00","javascript","17349"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8113"
"2018-10-01 00:00:00","python","18099"
"2018-10-01 00:00:00","r","4347"
"2018-10-01 00:00:00","reactjs","4365"
"2018-10-01 00:00:00","ruby","894"
"2018-10-01 00:00:00","rust","218"
"2018-10-01 00:00:00","swift","3262"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c#","8448"
"2018-11-01 00:00:00","c++","4330"
"2018-11-01 00:00:00","dart","487"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","flutter","774"
"2018-11-01 00:00:00","go","716"
"2018-11-01 00:00:00","java","11663"
"2018-11-01 00:00:00","javascript","16131"
"2018-11-01 00:00:00","perl","234"
"2018-11-01 00:00:00","php","7056"
"2018-11-01 00:00:00","python","17964"
"2018-11-01 00:00:00","r","4215"
"2018-11-01 00:00:00","reactjs","4088"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","rust","230"
"2018-11-01 00:00:00","swift","2972"
"2018-12-01 00:00:00","assembly","218"
"2018-12-01 00:00:00","c#","7518"
"2018-12-01 00:00:00","c++","3542"
"2018-12-01 00:00:00","dart","580"
"2018-12-01 00:00:00","delphi","174"
"2018-12-01 00:00:00","flutter","985"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10406"
"2018-12-01 00:00:00","javascript","14223"
"2018-12-01 00:00:00","perl","218"
"2018-12-01 00:00:00","php","6197"
"2018-12-01 00:00:00","python","15678"
"2018-12-01 00:00:00","r","3393"
"2018-12-01 00:00:00","reactjs","3882"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","rust","235"
"2018-12-01 00:00:00","swift","2775"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c#","8721"
"2019-01-01 00:00:00","c++","3895"
"2019-01-01 00:00:00","dart","859"
"2019-01-01 00:00:00","delphi","214"
"2019-01-01 00:00:00","flutter","1347"
"2019-01-01 00:00:00","go","651"
"2019-01-01 00:00:00","java","10987"
"2019-01-01 00:00:00","javascript","15980"
"2019-01-01 00:00:00","perl","262"
"2019-01-01 00:00:00","php","7135"
"2019-01-01 00:00:00","python","16898"
"2019-01-01 00:00:00","r","3938"
"2019-01-01 00:00:00","reactjs","4488"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","rust","318"
"2019-01-01 00:00:00","swift","2895"
"2019-02-01 00:00:00","assembly","223"
"2019-02-01 00:00:00","c#","8322"
"2019-02-01 00:00:00","c++","3718"
"2019-02-01 00:00:00","dart","725"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","flutter","1285"
"2019-02-01 00:00:00","go","624"
"2019-02-01 00:00:00","java","10951"
"2019-02-01 00:00:00","javascript","15635"
"2019-02-01 00:00:00","perl","250"
"2019-02-01 00:00:00","php","7243"
"2019-02-01 00:00:00","python","17483"
"2019-02-01 00:00:00","r","4239"
"2019-02-01 00:00:00","reactjs","4489"
"2019-02-01 00:00:00","ruby","784"
"2019-02-01 00:00:00","rust","227"
"2019-02-01 00:00:00","swift","2670"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c#","8929"
"2019-03-01 00:00:00","c++","4410"
"2019-03-01 00:00:00","dart","751"
"2019-03-01 00:00:00","delphi","184"
"2019-03-01 00:00:00","flutter","1426"
"2019-03-01 00:00:00","go","719"
"2019-03-01 00:00:00","java","11994"
"2019-03-01 00:00:00","javascript","17277"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7749"
"2019-03-01 00:00:00","python","19842"
"2019-03-01 00:00:00","r","4482"
"2019-03-01 00:00:00","reactjs","5032"
"2019-03-01 00:00:00","ruby","840"
"2019-03-01 00:00:00","rust","248"
"2019-03-01 00:00:00","swift","2936"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c#","9073"
"2019-04-01 00:00:00","c++","4363"
"2019-04-01 00:00:00","dart","847"
"2019-04-01 00:00:00","delphi","203"
"2019-04-01 00:00:00","flutter","1419"
"2019-04-01 00:00:00","go","648"
"2019-04-01 00:00:00","java","11122"
"2019-04-01 00:00:00","javascript","16111"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7152"
"2019-04-01 00:00:00","python","19768"
"2019-04-01 00:00:00","r","4592"
"2019-04-01 00:00:00","reactjs","4628"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","rust","286"
"2019-04-01 00:00:00","swift","3059"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c#","8996"
"2019-05-01 00:00:00","c++","4114"
"2019-05-01 00:00:00","dart","810"
"2019-05-01 00:00:00","delphi","169"
"2019-05-01 00:00:00","flutter","1568"
"2019-05-01 00:00:00","go","671"
"2019-05-01 00:00:00","java","11035"
"2019-05-01 00:00:00","javascript","16084"
"2019-05-01 00:00:00","perl","221"
"2019-05-01 00:00:00","php","6926"
"2019-05-01 00:00:00","python","18834"
"2019-05-01 00:00:00","r","4294"
"2019-05-01 00:00:00","reactjs","4961"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","rust","279"
"2019-05-01 00:00:00","swift","3092"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c#","7573"
"2019-06-01 00:00:00","c++","3629"
"2019-06-01 00:00:00","dart","785"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","flutter","1430"
"2019-06-01 00:00:00","go","524"
"2019-06-01 00:00:00","java","9591"
"2019-06-01 00:00:00","javascript","14758"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5986"
"2019-06-01 00:00:00","python","17171"
"2019-06-01 00:00:00","r","3941"
"2019-06-01 00:00:00","reactjs","4516"
"2019-06-01 00:00:00","ruby","702"
"2019-06-01 00:00:00","rust","289"
"2019-06-01 00:00:00","swift","3077"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c#","8415"
"2019-07-01 00:00:00","c++","4252"
"2019-07-01 00:00:00","dart","981"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","flutter","1727"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","java","10787"
"2019-07-01 00:00:00","javascript","16078"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6632"
"2019-07-01 00:00:00","python","19682"
"2019-07-01 00:00:00","r","4191"
"2019-07-01 00:00:00","reactjs","5103"
"2019-07-01 00:00:00","ruby","757"
"2019-07-01 00:00:00","rust","296"
"2019-07-01 00:00:00","swift","3029"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c#","7680"
"2019-08-01 00:00:00","c++","3273"
"2019-08-01 00:00:00","dart","1016"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","flutter","1863"
"2019-08-01 00:00:00","go","628"
"2019-08-01 00:00:00","java","9050"
"2019-08-01 00:00:00","javascript","15165"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5818"
"2019-08-01 00:00:00","python","17975"
"2019-08-01 00:00:00","r","3947"
"2019-08-01 00:00:00","reactjs","5022"
"2019-08-01 00:00:00","ruby","776"
"2019-08-01 00:00:00","rust","349"
"2019-08-01 00:00:00","swift","2528"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c#","7815"
"2019-09-01 00:00:00","c++","3764"
"2019-09-01 00:00:00","dart","962"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","flutter","1831"
"2019-09-01 00:00:00","go","617"
"2019-09-01 00:00:00","java","9628"
"2019-09-01 00:00:00","javascript","14813"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5539"
"2019-09-01 00:00:00","python","16830"
"2019-09-01 00:00:00","r","3933"
"2019-09-01 00:00:00","reactjs","4942"
"2019-09-01 00:00:00","ruby","715"
"2019-09-01 00:00:00","rust","334"
"2019-09-01 00:00:00","swift","2556"
"2019-10-01 00:00:00","assembly","316"
